Datetime,"Leroy Musigny Grand Cru, Cote de Nuits, France","Leroy Domaine d'Auvenay Chevalier-Montrachet Grand Cru, Cote de Beaune, France","Leroy Domaine d'Auvenay Criots-Batard-Montrachet Grand Cru, Cote de Beaune, France","Leroy Chambertin Grand Cru, Cote de Nuits, France","Leroy Domaine d'Auvenay Mazis-Chambertin Grand Cru, Cote de Nuits, France","Leroy Domaine d'Auvenay Les Bonnes-Mares Grand Cru, Cote de Nuits, France","Leroy Corton-Charlemagne Grand Cru, Cote de Beaune, France","Domaine de la Romanee-Conti Montrachet Grand Cru, Cote de Beaune, France","Leroy Richebourg Grand Cru, Cote de Nuits, France","Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France","Leroy Domaine d'Auvenay Meursault Chaumes des Perrieres, Cote de Beaune, France","Leroy Domaine d'Auvenay Meursault, Cote de Beaune, France","Leroy Domaine d'Auvenay Puligny-Montrachet en La Richarde, Cote de Beaune, France","Leroy Clos de la Roche Grand Cru, Cote de Nuits, France","Leroy Domaine d'Auvenay Les Folatieres, Puligny-Montrachet Premier Cru, France","Leroy Corton-Renardes Grand Cru, Cote de Beaune, France","Leroy Aux Brulees, Vosne-Romanee Premier Cru, France","Leroy Domaine d'Auvenay Meursault Les Narvaux, Cote de Beaune, France","Leroy Chambolle-Musigny Les Fremieres, Cote de Nuits, France","Leroy Clos de Vougeot Grand Cru, Cote de Nuits, France","Leroy Latricieres-Chambertin Grand Cru, Cote de Nuits, France","Leroy Les Charmes, Chambolle-Musigny Premier Cru, France","Leroy Les Combottes, Gevrey-Chambertin Premier Cru, France","Leroy Domaine d'Auvenay Auxey-Duresses Les Clous, Cote de Beaune, France","Leroy Les Vignerondes, Nuits-Saint-Georges Premier Cru, France","Leroy Domaine d'Auvenay Auxey-Duresses, Cote de Beaune, France","Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France","Domaine Leflaive Montrachet Grand Cru, Cote de Beaune, France","Domaine Jean-Louis Chave Ermitage 'Cuvee Cathelin', Rhone, France","Domaine du Comte Liger-Belair La Romanee Grand Cru, Cote de Nuits, France","Domaine Jean Yves Bizot Echezeaux Grand Cru, Cote de Nuits, France","Domaine Georges & Christophe Roumier Musigny Grand Cru, Cote de Nuits, France","Egon Muller Scharzhofberger Riesling Trockenbeerenauslese, Mosel, Germany","Henri Jayer Echezeaux Grand Cru, Cote de Nuits, France","Domaine de la Romanee-Conti La Tache Grand Cru Monopole, Cote de Nuits, France","Coche-Dury Corton-Charlemagne Grand Cru, Cote de Beaune, France","Leroy Domaine d'Auvenay Les Gouttes d'Or, Meursault Premier Cru, France"
10/1/22,40588.47,30007.15,28145.48,12219.82,11235.59,11773.47,10437.81,12372.85,10385.83,9799.36,9719.13,8523.59,10550.10,7424.10,10475.49,7652.36,6956.35,8824.17,6264.72,6833.30,7586.82,6370.82,5415.02,4150.64,4663.51,6385.63,26248.72,17231.37,9340.58,7282.96,7528.06,19472.16,16016.62,10462.70,6913.34,7210.95,11498.88
11/1/22,41405.02,60746.08,28589.04,12772.32,12386.46,12172.88,10426.48,12237.90,10900.84,9979.26,9319.64,8936.14,9538.33,7832.84,10832.40,7628.70,7334.83,8995.14,6600.92,6415.01,7557.90,6792.72,7106.44,7392.70,4486.36,6372.00,26280.96,17138.32,9568.62,7591.28,7323.08,20662.98,16419.70,10607.31,7210.98,7275.08,11214.72
12/1/22,42784.96,29727.76,27751.48,12958.64,12938.16,12459.52,10890.92,12642.52,11319.96,10933.08,9044.56,8666.36,9587.50,8812.68,10652.84,8102.16,7456.42,9054.45,7489.60,6721.28,7798.36,6483.05,7154.08,7526.80,5747.40,6501.32,26805.08,17371.16,9701.76,7405.48,7385.44,21067.60,16400.24,10306.66,7323.44,7299.26,11378.24
1/1/23,40994.44,28666.34,24969.74,11964.54,13069.86,12596.50,11442.38,12728.60,11167.88,10912.90,8780.34,8988.96,10208.92,8005.64,10335.84,8037.36,7647.05,8715.68,6928.38,6890.68,7888.52,6512.22,7214.02,7542.04,5747.18,6440.38,26409.34,17164.18,9384.24,7270.89,7451.73,21181.64,16450.48,10538.76,7412.72,7413.67,11054.42
2/1/23,36908.63,28088.94,24277.44,11658.35,13245.87,12227.05,11140.47,12196.34,10749.64,10618.96,9456.15,8793.07,9758.78,7953.33,10082.93,8073.12,7982.46,8779.76,7677.45,6878.36,7575.23,6871.04,7504.22,7235.80,5605.93,6212.14,26825.70,17041.64,9480.35,7254.12,7176.51,20515.55,16418.49,10515.18,7407.62,7457.86,10595.97
3/1/23,41933.84,29127.50,24181.62,14225.20,14550.94,12104.84,11610.74,12287.55,11293.04,11141.04,9777.05,8904.78,10193.04,8548.54,10050.36,8346.02,8094.90,8835.24,7671.36,6905.47,8089.82,6902.50,8042.50,7105.28,5712.04,6391.58,26899.78,17693.66,9769.76,7432.50,7115.04,21163.34,17109.28,10299.52,7379.78,7401.25,10704.94
4/1/23,38450.00,29608.75,23905.00,14176.25,14632.50,12413.75,11495.00,12800.24,11551.25,11050.00,9365.00,7990.00,9708.76,8967.50,10295.00,8343.75,8348.46,8535.00,7941.25,7177.26,8142.50,6460.40,7733.88,7201.25,5665.00,6516.25,27106.25,18093.75,9733.75,7423.88,6941.25,21301.25,17510.00,10230.92,7385.00,7218.04,10981.25
5/1/23,46591.76,29554.16,22228.24,14148.40,14512.96,12633.12,11494.80,13091.25,11226.96,11091.80,8667.60,8192.44,10066.25,8578.32,9776.16,8303.04,8187.50,8728.36,7898.80,7190.00,8041.48,6398.28,6935.04,6867.12,5493.20,6064.84,27116.32,18565.28,9887.76,7251.30,6859.68,20430.24,16953.28,10228.75,7313.52,7126.56,11078.16
6/1/23,38538.38,29882.16,21403.62,14592.06,13752.90,13019.58,11895.66,13136.56,11487.42,10701.18,8583.12,6810.30,9858.00,8780.94,9763.74,8179.92,7845.48,8458.38,7355.85,7048.16,7743.96,6160.93,6983.61,6787.62,5719.14,6462.54,27374.76,18324.18,9516.75,7592.76,6788.85,21213.36,16669.80,9799.72,7236.18,7155.22,10977.12
7/1/23,46840.36,27284.68,21921.54,14366.77,13331.87,13120.96,11790.00,12702.06,11678.65,10867.76,8597.53,7434.25,9742.32,9121.53,9331.13,8452.12,8217.72,8308.02,7613.72,6991.74,7968.73,6107.43,6591.30,7000.64,5648.72,6286.69,27897.76,18791.95,9865.61,7432.04,6877.50,21298.84,17653.56,9519.30,7459.14,7053.58,11081.29
8/1/23,43921.68,25181.56,21167.09,13458.19,13841.73,12872.72,11278.87,12984.72,11572.24,10718.80,8702.04,7839.71,9819.76,9321.63,9142.73,8076.66,8542.51,8157.21,7465.06,7202.38,8093.71,6227.28,6183.88,6808.47,5523.23,6197.60,27038.30,18653.76,9540.24,7247.80,6871.97,21012.15,17275.81,9942.90,7237.73,6895.64,10369.55
9/1/23,47056.76,27278.76,20812.16,13693.32,13172.52,12584.76,10754.52,12636.50,11682.04,10840.08,8557.24,6911.76,9782.81,8792.84,8749.44,7430.08,8449.31,8119.52,7789.68,6991.35,8072.40,6411.79,6137.12,6459.16,5303.48,5989.20,26445.48,18490.88,9316.12,7226.12,6637.72,19656.48,15817.44,10542.27,7167.20,6912.73,10303.16
10/1/23,48841.65,26237.64,20406.65,14291.31,12702.58,13190.21,10908.15,12458.28,11359.48,10379.38,7658.09,6756.64,9607.52,8961.26,8807.59,6863.12,7719.00,7897.67,7675.03,6971.28,8281.24,6768.69,6180.75,6285.95,5488.56,6121.39,25740.33,19478.58,9422.27,7213.95,6740.91,19109.53,16739.14,10564.80,7040.99,7011.00,10088.98
11/1/23,46471.86,26318.31,20196.60,13402.08,12292.62,13173.30,10815.39,12229.47,11420.52,10211.46,9072.48,6534.99,9469.46,9089.70,8815.41,6692.43,7647.20,8017.14,7963.02,6981.70,7979.49,6725.88,6346.62,6218.88,5633.40,5762.55,25870.59,19229.82,9393.51,7270.20,6831.42,18804.24,16737.84,10754.48,7041.75,6957.72,9688.71
12/1/23,46803.96,24055.92,19484.64,14219.10,12102.30,13277.88,10964.52,12237.27,11494.98,10383.66,9397.08,6606.18,9386.13,9169.02,8933.40,7489.44,7766.22,7985.40,7781.76,6822.81,7517.26,6536.69,6687.82,6142.50,5462.10,5344.92,25565.40,19497.24,9559.62,7289.80,6541.92,18516.96,16666.02,10670.25,6991.74,6772.72,9688.14
1/1/24,46051.47,23921.72,19752.31,13435.33,12245.34,12819.38,10920.73,12199.32,11470.64,10226.04,9206.23,6572.25,9216.90,8831.58,8914.13,7932.42,7877.52,7954.01,8022.59,7084.34,7385.05,6298.74,6403.32,6064.25,5572.76,5637.53,25445.72,19963.13,9711.69,7169.40,6696.71,18540.73,16512.54,10762.92,7019.29,6659.10,9337.4
2/1/24,44292.78,24047.10,19314.54,12966.66,11641.14,12432.42,10338.30,12080.24,11070.36,10110.24,9298.80,6613.74,9253.22,8682.66,8405.46,7392.42,7941.31,7796.88,7751.76,7081.52,7297.92,6310.40,6659.84,6056.82,5376.72,5830.02,25072.74,18825.66,9613.80,7276.80,6894.72,17923.50,15862.14,10172.70,6858.18,6977.28,9167.76
3/1/24,46490.88,24865.28,21041.92,12620.80,11793.92,12625.92,10590.72,11718.00,11656.96,10385.92,9984.00,7157.76,9175.32,8983.04,8431.36,7927.04,7786.80,8044.80,7342.80,6826.68,7119.36,6295.00,6421.25,5971.20,5145.60,5867.52,25021.44,19458.56,9532.96,7141.25,6552.32,17920.00,16378.88,10085.04,6890.24,6977.28,8862.72
4/1/24,51998.75,25478.75,20340.00,13570.00,11417.50,12235.00,10702.50,12202.24,11382.50,10232.50,9995.00,7287.50,8608.08,9072.50,8638.75,7861.25,7932.16,7766.25,7280.00,6976.00,7417.50,6305.04,6422.22,5868.72,5255.00,5693.75,24127.50,18432.50,9330.00,7130.34,6818.75,17600.00,16083.75,9861.12,6735.00,6792.50,8766.25
5/1/24,44915.22,24804.36,20480.04,12816.72,11740.68,12480.30,10809.54,11650.00,11229.12,9960.30,10446.66,7402.50,8388.75,8827.56,8472.24,7856.10,7762.50,7462.98,7158.06,6897.50,7149.24,6298.88,6570.24,6150.06,5169.78,5827.50,24326.82,18823.14,9187.92,7220.48,6481.44,17192.22,16013.34,9668.75,6669.18,6616.26,8528.94
6/1/24,44172.80,24944.64,20010.24,12968.88,11732.48,11627.52,10922.24,11757.06,11217.92,10257.92,10086.40,8622.08,8368.92,8678.40,8412.16,7920.64,7993.44,7508.45,7312.64,6713.28,7379.20,6241.30,6509.10,6080.00,5251.84,5600.00,24179.20,17639.68,9308.48,7146.10,6204.16,17076.48,16008.96,9342.90,6622.16,6551.04,8395.52
7/1/24,39621.40,24399.70,199961.50,13092.30,11869.00,11521.90,10917.40,11377.92,11104.60,10338.90,10247.90,8364.20,8590.08,8815.30,8434.40,8178.30,7971.84,7790.90,7284.80,6602.24,7377.50,6243.27,6468.06,5751.20,5339.10,5890.30,24199.50,17780.10,9734.40,7187.88,6936.80,17397.90,16200.60,9717.90,6533.80,6492.28,8456.50
8/1/24,49681.77,23214.87,20015.64,13494.69,11842.20,11635.80,11213.97,11403.60,11087.55,10138.11,10375.47,8759.10,8239.40,8662.35,8454.66,8026.38,7875.40,7768.38,7700.01,6422.00,7036.95,6273.27,6276.21,5704.38,5406.39,5905.62,24174.60,18090.96,9660.81,7239.06,6953.10,17728.47,16288.83,9717.76,6553.20,6489.96,8404.35
9/1/24,42805.18,23095.30,22618.46,13933.16,12445.00,11772.97,11472.98,11530.02,10554.67,9797.49,11070.81,8639.45,8446.92,0563.47,8729.84,8311.95,7857.39,7624.20,7245.61,6384.21,7083.17,6242.15,6217.26,5836.05,5486.28,6107.22,24628.00,19123.38,9780.46,7218.10,6682.21,17884.12,16566.26,9375.60,6547.38,6543.45,8593.60
10/1/24,37830.18,23371.71,22152.10,13469.42,12269.46,11810.93,11921.00,11467.74,10662.09,9342.92,11178.81,8471.77,8473.08,8317.19,8666.96,8082.70,7836.42,7586.21,7160.43,6464.85,6925.97,6052.20,6027.42,5630.38,5215.11,5906.79,24731.49,18924.26,9823.69,7169.15,6401.97,17709.89,16703.81,9779.49,6589.17,6502.84,8459.98
11/1/24,36790.63,22866.35,23002.24,13182.60,11650.98,11079.48,11607.80,11062.97,10379.71,9362.44,10237.47,8347.71,8251.19,8102.60,7923.53,7689.85,7485.38,7329.17,6691.63,6481.88,6675.12,6109.97,6027.40,5769.61,4859.02,5687.06,23582.63,18067.02,9343.39,7169.15,6272.53,17048.48,15841.98,9595.75,6351.27,6341.11,8663.94
12/1/24,36529.92,23396.94,21340.62,12990.60,11462.22,11171.16,10553.76,10891.44,10420.20,9194.22,9408.42,8205.12,8242.92,7840.98,7808.22,7353.36,7357.14,7324.38,6676.74,6501.60,6539.40,6122.34,5998.04,5462.10,5666.22,5193.72,23419.62,18311.58,9384.48,7030.80,6075.72,16756.74,15712.20,8140.86,6302.52,6113.52,8550.36
1/1/25,37662.62,22651.74,24046.22,12729.48,11011.72,10895.82,10326.08,10533.48,10294.36,8720.56,8877.94,8022.72,7962.94,7567.66,7642.08,7006.46,7036.96,6799.06,6401.34,6335.46,5985.32,6158.56,5807.20,4982.48,5503.42,5111.80,22705.42,18350.02,9263.46,6996.70,5743.76,16953.12,15008.44,7949.08,6147.58,6084.14,8686.40
2/1/25,41461.56,23142.42,22924.44,13813.38,11823.84,10779.30,10474.38,10848.60,10524.78,9014.04,8659.98,8001.00,8344.98,7680.96,8031.24,7260.12,7184.52,7001.82,6938.82,6529.32,5952.24,5977.44,5798.52,5183.64,5646.06,5346.18,23089.50,18554.76,9666.72,7194.60,5903.10,17238.06,15339.24,8017.38,6265.98,6208.02,8740.62
3/1/25,45107.40,24404.90,22051.90,14704.30,11745.60,11310.00,10864.10,10930.40,10793.90,9436.70,8190.80,8303.10,9256.00,8028.80,8756.80,7464.60,7328.10,7211.10,6401.20,6606.60,6347.90,6672.90,5851.30,5408.00,5484.70,5677.10,23818.60,18678.40,9989.20,7773.60,5544.50,17535.70,15516.80,8882.90,6332.30,6389.50,8424.00
